position1,position2
0.3117958819941026,0.6963434888154595
0.3777518392924809,0.1796036775596348
0.024678728,0.067249631
0.6793927734985673,0.4536968445560453
0.5365792111087222,0.8966712930403421
0.9903389473967044,0.21689698439847394
0.6630782031001008,0.26332237673715064
0.020650999,0.7583786538361414
0.32001715082246784,0.38346389417189797
0.5883171135536057,0.8310484552361904
0.6289818435911487,0.8726506554473953
0.27354203481563577,0.7980468339125637
0.1856359443059522,0.9527916569719446
0.6874882763878153,0.21550767711355845
0.9473705904889242,0.7308558067701578
0.25394164259502583,0.21331197736748198
0.5182007139306632,0.025662718054531575
0.2074700754411094,0.42468546875150626
0.37416998033422555,0.4635754243648107
0.2776287062947319,0.5867843464581688
0.8638556059232314,0.11753185596203308
0.5173791071541142,0.1320681063451533
0.7168596811925937,0.39605970280729375
0.565421312,0.18327983621407862
0.14484775934337724,0.48805628064895457
0.3556127378499556,0.940431945
0.7653252538069653,0.7486636198505473
0.9037197397459334,0.083422435
0.5521924699224066,0.5844760689557689
0.961936379,0.29214752679254885
0.24082877991544682,0.10029394226549782
0.016429629591474204,0.9295293167921905
0.669916547,0.7851529120231378
0.2817301057539491,0.5864101661863267
0.063955266,0.4856275959346229
0.9774951397444468,0.8765052453165908
0.33815895183684563,0.9615701545414985
0.2317016264712045,0.9493188224156814
0.9413777047064986,0.7992025873523917
0.6304479368667911,0.874287967
0.2930202845077967,0.8489435553129182
0.6178766919175238,0.013236858
0.34723351793221957,0.14814086094816503
0.9818293898182532,0.47837030703998806
0.4973913654986627,0.6394725163987236
0.3685846061296175,0.13690027168559893
0.8221177331942455,0.18984791190275796
0.511318983,0.22431702897473926
0.097844484,0.8621915174216833
0.9729194890231303,0.9608346580630002
0.906555499,0.7740473326986388
0.3331451520286419,0.08110139
0.40724117141380733,0.23223414217094274
0.13248763475798297,0.053427182
0.7255943642105788,0.011427458625031028
0.7705807485027762,0.14694664540037505
0.079522083,0.089603034
0.6720478073539145,0.24536720985284477
0.42053946668009845,0.5573687913239169
0.8605511738287938,0.7270442627113283
0.27032790523871464,0.1314827992911276
0.05537432,0.3015986344809425
0.26211814923967824,0.45614056680047965
0.6832813355476804,0.6956254456388572
0.28351884658216664,0.3799269559001205
0.18115096173690304,0.7885455123065187
0.056848076,0.6969972417249873
0.7786953959411034,0.7774075618487531
0.25942256434535493,0.37381313793256143
0.587599635,0.272821902
0.3708527992178887,0.19705428018563964
0.4598558837560074,0.044612301254114084
0.799795885,0.076956447
0.518835149,0.3068100995451961
0.5775429488313755,0.9594333408334251
0.6455702444560039,0.035362436
0.43040243950806123,0.5100168523182502
0.536177495,0.6813925106038379
0.2775960977317661,0.1288605654663202
0.39267567654709434,0.9564057227959488
0.18713089175084474,0.903983955
0.5438059500773263,0.4569114216457658
0.8820414102298896,0.45860396176858587
0.7241676366115433,0.399025322
0.9040443929009577,0.6900250201912274
0.6996220542505167,0.3277204015571189
0.7567786427368892,0.6360610554471413
0.24002027337970955,0.16053882248525642
0.7963914745173317,0.9591666030352225
0.45813882726004285,0.5909841653236849
0.8577226441935546,0.45722345335385706
0.9518744768327362,0.5757511620448724
0.820767121,0.9088437184127384
0.8155238187685688,0.15941446344895593
0.6288984390617004,0.3984342586196771
0.062712952,0.42403225188984195
0.2586840668894077,0.8490383084285108
0.033304627,0.9589827218634736
0.3553688484719296,0.3567068904025429
0.016328503,0.18523232523618394